,NumberOfQuizzesTaken,CourseCategory_Arts,CourseCategory_Business,CourseCategory_Programming,NumberOfVideosWatched,DeviceType,CourseCategory_Science,CourseCategory_Health,target
464,4,0.0,0.0,1.0,9,1,0.0,0.0,1
465,4,0.0,1.0,0.0,12,0,0.0,0.0,0
466,9,0.0,0.0,0.0,19,1,1.0,0.0,0
467,1,0.0,0.0,0.0,4,0,0.0,1.0,0
468,3,0.0,0.0,0.0,1,1,1.0,0.0,0
469,8,0.0,1.0,0.0,16,1,0.0,0.0,0
470,7,0.0,0.0,0.0,6,1,0.0,1.0,1
471,5,1.0,0.0,0.0,10,0,0.0,0.0,0
472,7,0.0,0.0,0.0,13,0,1.0,0.0,1
473,3,1.0,0.0,0.0,14,1,0.0,0.0,0
474,4,0.0,0.0,0.0,6,1,1.0,0.0,0
475,0,0.0,0.0,0.0,17,0,0.0,1.0,1
476,9,0.0,0.0,1.0,2,1,0.0,0.0,0
477,6,0.0,0.0,1.0,19,1,0.0,0.0,0
478,4,0.0,0.0,1.0,19,0,0.0,0.0,0
479,6,0.0,0.0,1.0,8,0,0.0,0.0,1
480,8,0.0,0.0,0.0,14,1,1.0,0.0,1
481,9,1.0,0.0,0.0,7,1,0.0,0.0,1
482,0,1.0,0.0,0.0,4,1,0.0,0.0,0
483,3,0.0,0.0,0.0,17,0,0.0,1.0,0
484,9,0.0,0.0,0.0,13,1,0.0,1.0,1
485,6,0.0,1.0,0.0,0,0,0.0,0.0,0
486,6,0.0,1.0,0.0,1,0,0.0,0.0,0
487,1,0.0,0.0,0.0,2,1,0.0,1.0,0
488,10,0.0,1.0,0.0,2,1,0.0,0.0,0
489,10,0.0,0.0,0.0,16,0,1.0,0.0,1
490,7,0.0,0.0,0.0,14,0,1.0,0.0,0
491,8,0.0,0.0,0.0,6,1,1.0,0.0,1
492,6,0.0,0.0,1.0,4,0,0.0,0.0,0
493,5,0.0,0.0,1.0,8,1,0.0,0.0,0
494,1,0.0,0.0,0.0,13,0,1.0,0.0,0
495,8,0.0,1.0,0.0,5,0,0.0,0.0,0
496,7,0.0,0.0,0.0,3,0,0.0,1.0,0
497,2,1.0,0.0,0.0,20,0,0.0,0.0,0
498,0,0.0,0.0,0.0,19,1,0.0,1.0,1
499,3,0.0,0.0,1.0,17,1,0.0,0.0,0
500,9,0.0,0.0,0.0,20,0,1.0,0.0,1
501,2,0.0,0.0,1.0,0,1,0.0,0.0,0
502,2,0.0,0.0,0.0,1,0,0.0,1.0,0
504,6,0.0,0.0,0.0,19,1,0.0,1.0,1
505,4,1.0,0.0,0.0,9,1,0.0,0.0,1
506,6,0.0,0.0,0.0,2,1,0.0,1.0,1
507,5,1.0,0.0,0.0,3,1,0.0,0.0,0
508,4,1.0,0.0,0.0,10,1,0.0,0.0,1
509,2,0.0,0.0,0.0,17,0,0.0,1.0,0
510,1,0.0,0.0,0.0,16,1,0.0,1.0,0
511,2,1.0,0.0,0.0,2,0,0.0,0.0,0
512,6,0.0,0.0,0.0,16,0,1.0,0.0,1
513,2,0.0,0.0,0.0,14,1,1.0,0.0,0
514,10,0.0,0.0,1.0,1,1,0.0,0.0,0
515,9,0.0,1.0,0.0,11,1,0.0,0.0,1
516,3,0.0,0.0,0.0,12,1,1.0,0.0,1
517,0,0.0,1.0,0.0,16,0,0.0,0.0,0
518,3,0.0,0.0,1.0,12,1,0.0,0.0,0
519,2,0.0,0.0,0.0,17,1,1.0,0.0,0
520,4,1.0,0.0,0.0,6,0,0.0,0.0,0
521,8,0.0,1.0,0.0,18,1,0.0,0.0,1
522,10,0.0,0.0,0.0,10,1,0.0,1.0,0
523,0,0.0,1.0,0.0,20,0,0.0,0.0,0
524,1,0.0,0.0,0.0,0,1,1.0,0.0,0
525,10,0.0,0.0,0.0,1,1,1.0,0.0,0
526,9,1.0,0.0,0.0,2,0,0.0,0.0,0
527,1,0.0,0.0,0.0,0,0,1.0,0.0,0
528,10,1.0,0.0,0.0,10,1,0.0,0.0,1
529,2,1.0,0.0,0.0,18,1,0.0,0.0,0
530,10,0.0,0.0,1.0,1,0,0.0,0.0,0
531,2,1.0,0.0,0.0,12,0,0.0,0.0,0
532,5,0.0,1.0,0.0,0,1,0.0,0.0,0
533,2,1.0,0.0,0.0,1,0,0.0,0.0,0
534,3,0.0,0.0,0.0,14,1,1.0,0.0,1
535,8,0.0,1.0,0.0,12,0,0.0,0.0,1
536,9,1.0,0.0,0.0,15,0,0.0,0.0,1
537,0,0.0,0.0,0.0,0,0,0.0,1.0,0
538,2,0.0,0.0,0.0,13,1,1.0,0.0,0
539,6,0.0,0.0,0.0,17,1,1.0,0.0,0
540,6,0.0,0.0,1.0,18,1,0.0,0.0,1
541,7,0.0,0.0,0.0,12,1,0.0,1.0,1
542,1,0.0,0.0,0.0,8,0,0.0,1.0,0
543,0,0.0,0.0,0.0,11,0,1.0,0.0,0
544,9,0.0,0.0,0.0,10,0,1.0,0.0,1
545,2,0.0,0.0,0.0,9,1,1.0,0.0,1
546,10,1.0,0.0,0.0,1,1,0.0,0.0,0
547,6,0.0,1.0,0.0,11,0,0.0,0.0,1
548,7,0.0,0.0,1.0,5,1,0.0,0.0,0
549,0,0.0,0.0,1.0,18,0,0.0,0.0,0
550,4,1.0,0.0,0.0,9,1,0.0,0.0,1
551,9,0.0,0.0,0.0,20,1,0.0,1.0,0
552,2,1.0,0.0,0.0,15,0,0.0,0.0,0
553,3,0.0,0.0,0.0,4,0,0.0,1.0,0
554,10,0.0,1.0,0.0,1,1,0.0,0.0,1
555,3,1.0,0.0,0.0,6,1,0.0,0.0,0
556,0,0.0,1.0,0.0,3,1,0.0,0.0,0
557,6,0.0,0.0,1.0,16,0,0.0,0.0,1
558,6,0.0,0.0,0.0,6,1,1.0,0.0,1
559,3,0.0,0.0,0.0,2,0,0.0,1.0,0
560,4,0.0,0.0,0.0,20,0,0.0,1.0,1
561,8,1.0,0.0,0.0,15,0,0.0,0.0,0
562,0,0.0,0.0,1.0,0,1,0.0,0.0,0
563,4,0.0,0.0,0.0,3,1,1.0,0.0,0
564,5,0.0,0.0,0.0,1,0,0.0,1.0,0
565,7,0.0,0.0,0.0,12,1,1.0,0.0,0
567,6,0.0,0.0,1.0,14,1,0.0,0.0,0
568,6,0.0,0.0,0.0,16,1,1.0,0.0,1
569,3,0.0,1.0,0.0,1,1,0.0,0.0,0
570,10,0.0,0.0,0.0,7,1,0.0,1.0,1
571,8,0.0,0.0,0.0,6,1,0.0,1.0,1
572,0,0.0,0.0,1.0,7,0,0.0,0.0,0
573,4,0.0,0.0,1.0,4,0,0.0,0.0,1
574,9,1.0,0.0,0.0,0,0,0.0,0.0,0
575,4,0.0,0.0,1.0,3,1,0.0,0.0,0
576,4,0.0,1.0,0.0,18,0,0.0,0.0,0
577,0,0.0,0.0,1.0,11,0,0.0,0.0,0
578,0,0.0,0.0,0.0,7,0,1.0,0.0,0
579,4,0.0,1.0,0.0,14,1,0.0,0.0,1
580,7,0.0,0.0,0.0,7,1,1.0,0.0,1
581,1,0.0,0.0,0.0,11,0,1.0,0.0,0
582,1,0.0,0.0,0.0,18,0,1.0,0.0,1
583,2,0.0,0.0,0.0,9,0,1.0,0.0,0
584,3,0.0,0.0,0.0,14,1,0.0,1.0,0
585,0,0.0,0.0,0.0,7,0,1.0,0.0,1
586,9,0.0,0.0,0.0,14,0,1.0,0.0,1
587,2,1.0,0.0,0.0,19,0,0.0,0.0,0
588,1,1.0,0.0,0.0,2,1,0.0,0.0,0
589,1,0.0,0.0,0.0,12,1,1.0,0.0,0
590,10,0.0,0.0,0.0,2,1,1.0,0.0,0
591,1,0.0,1.0,0.0,15,0,0.0,0.0,0
592,2,0.0,1.0,0.0,17,1,0.0,0.0,0
593,9,1.0,0.0,0.0,11,1,0.0,0.0,0
594,10,1.0,0.0,0.0,10,1,0.0,0.0,1
595,4,0.0,0.0,1.0,17,0,0.0,0.0,1
596,1,0.0,0.0,1.0,4,1,0.0,0.0,0
597,9,0.0,0.0,1.0,15,0,0.0,0.0,1
598,7,0.0,1.0,0.0,4,1,0.0,0.0,0
599,0,0.0,0.0,0.0,13,0,0.0,1.0,0
600,1,0.0,0.0,0.0,10,1,1.0,0.0,0
601,3,0.0,0.0,0.0,11,1,1.0,0.0,0
602,3,1.0,0.0,0.0,4,0,0.0,0.0,0
603,2,0.0,0.0,1.0,0,0,0.0,0.0,0
604,8,0.0,0.0,0.0,7,1,1.0,0.0,1
605,8,0.0,0.0,1.0,19,1,0.0,0.0,1
606,3,1.0,0.0,0.0,20,0,0.0,0.0,0
607,1,0.0,1.0,0.0,4,1,0.0,0.0,0
608,7,0.0,0.0,0.0,13,0,1.0,0.0,1
609,7,0.0,1.0,0.0,19,1,0.0,0.0,1
610,7,1.0,0.0,0.0,12,0,0.0,0.0,1
611,3,1.0,0.0,0.0,14,1,0.0,0.0,0
612,2,0.0,0.0,0.0,17,1,1.0,0.0,0
613,1,0.0,0.0,1.0,4,0,0.0,0.0,0
614,2,0.0,0.0,1.0,3,0,0.0,0.0,0
615,2,0.0,0.0,0.0,16,0,0.0,1.0,0
616,10,1.0,0.0,0.0,3,1,0.0,0.0,0
617,0,0.0,0.0,0.0,4,0,0.0,1.0,1
618,6,0.0,0.0,0.0,14,0,1.0,0.0,0
619,1,0.0,0.0,0.0,6,1,1.0,0.0,0
620,10,0.0,0.0,0.0,17,0,1.0,0.0,0
621,8,0.0,0.0,0.0,9,1,1.0,0.0,0
622,4,0.0,0.0,0.0,13,1,1.0,0.0,1
623,1,1.0,0.0,0.0,13,1,0.0,0.0,0
624,6,1.0,0.0,0.0,12,1,0.0,0.0,1
625,10,1.0,0.0,0.0,11,0,0.0,0.0,1
626,4,0.0,0.0,0.0,2,1,0.0,1.0,1
627,3,0.0,0.0,1.0,20,0,0.0,0.0,0
628,6,0.0,1.0,0.0,11,0,0.0,0.0,0
629,10,1.0,0.0,0.0,5,1,0.0,0.0,0
630,4,1.0,0.0,0.0,4,1,0.0,0.0,0
631,4,1.0,0.0,0.0,10,1,0.0,0.0,0
632,10,1.0,0.0,0.0,10,1,0.0,0.0,1
633,5,0.0,0.0,0.0,20,1,0.0,1.0,1
634,8,0.0,0.0,1.0,4,1,0.0,0.0,0
635,5,0.0,0.0,0.0,12,1,1.0,0.0,0
636,0,0.0,0.0,0.0,16,0,1.0,0.0,0
637,7,0.0,1.0,0.0,12,0,0.0,0.0,0
638,0,0.0,0.0,0.0,5,0,0.0,1.0,0
639,2,1.0,0.0,0.0,15,0,0.0,0.0,0
640,5,0.0,0.0,0.0,3,0,1.0,0.0,0
641,2,0.0,0.0,0.0,4,0,1.0,0.0,0
642,10,0.0,0.0,1.0,16,0,0.0,0.0,0
643,0,0.0,0.0,0.0,5,0,1.0,0.0,0
644,9,0.0,1.0,0.0,19,0,0.0,0.0,1
646,9,0.0,0.0,0.0,7,0,1.0,0.0,0
647,10,0.0,0.0,1.0,4,0,0.0,0.0,0
648,3,0.0,0.0,1.0,18,0,0.0,0.0,0
649,9,0.0,1.0,0.0,4,1,0.0,0.0,0
650,9,0.0,1.0,0.0,17,0,0.0,0.0,1
651,4,0.0,0.0,0.0,19,1,1.0,0.0,1
652,6,0.0,0.0,0.0,9,1,0.0,1.0,0
653,6,0.0,0.0,0.0,16,1,0.0,1.0,0
654,5,0.0,0.0,0.0,7,0,1.0,0.0,0
655,7,0.0,0.0,0.0,9,1,0.0,1.0,1
656,0,1.0,0.0,0.0,3,1,0.0,0.0,0
657,8,1.0,0.0,0.0,7,1,0.0,0.0,1
658,2,0.0,1.0,0.0,10,1,0.0,0.0,0
659,8,0.0,1.0,0.0,0,0,0.0,0.0,0
660,7,0.0,1.0,0.0,8,0,0.0,0.0,1
661,8,0.0,0.0,0.0,7,0,0.0,1.0,1
662,4,0.0,0.0,0.0,0,1,0.0,1.0,0
663,0,0.0,0.0,0.0,18,0,0.0,1.0,0
664,10,1.0,0.0,0.0,9,0,0.0,0.0,1
665,3,0.0,0.0,1.0,20,0,0.0,0.0,0
666,7,0.0,1.0,0.0,15,0,0.0,0.0,0
667,5,0.0,1.0,0.0,7,1,0.0,0.0,1
668,8,1.0,0.0,0.0,4,0,0.0,0.0,0
669,10,0.0,1.0,0.0,3,0,0.0,0.0,0
670,10,0.0,1.0,0.0,9,1,0.0,0.0,0
671,4,0.0,0.0,1.0,17,1,0.0,0.0,1
672,8,1.0,0.0,0.0,4,0,0.0,0.0,0
673,3,0.0,0.0,1.0,9,0,0.0,0.0,0
674,6,0.0,0.0,1.0,6,0,0.0,0.0,0
675,8,0.0,0.0,0.0,14,0,1.0,0.0,1
676,6,1.0,0.0,0.0,9,0,0.0,0.0,0
677,1,1.0,0.0,0.0,4,0,0.0,0.0,0
678,8,0.0,0.0,0.0,18,1,0.0,1.0,1
679,10,0.0,0.0,0.0,3,0,0.0,1.0,0
680,9,1.0,0.0,0.0,9,1,0.0,0.0,0
681,4,1.0,0.0,0.0,6,1,0.0,0.0,1
682,10,0.0,1.0,0.0,4,1,0.0,0.0,0
683,8,1.0,0.0,0.0,15,1,0.0,0.0,0
684,1,0.0,1.0,0.0,15,0,0.0,0.0,0
685,4,0.0,0.0,0.0,3,0,1.0,0.0,0
686,2,0.0,1.0,0.0,2,1,0.0,0.0,0
688,0,0.0,0.0,0.0,9,0,0.0,1.0,0
689,5,1.0,0.0,0.0,1,0,0.0,0.0,0
690,4,0.0,0.0,0.0,13,1,1.0,0.0,1
691,1,0.0,0.0,0.0,2,1,0.0,1.0,0
692,0,0.0,1.0,0.0,6,1,0.0,0.0,0
693,10,1.0,0.0,0.0,20,1,0.0,0.0,1
694,9,1.0,0.0,0.0,13,1,0.0,0.0,1
695,4,0.0,1.0,0.0,15,0,0.0,0.0,1
696,8,0.0,0.0,0.0,8,1,1.0,0.0,1
697,3,0.0,0.0,0.0,10,0,1.0,0.0,0
698,0,0.0,0.0,0.0,2,0,1.0,0.0,0
699,7,0.0,0.0,0.0,14,0,1.0,0.0,1
700,0,0.0,0.0,1.0,18,1,0.0,0.0,0
701,9,0.0,0.0,1.0,3,1,0.0,0.0,0
702,3,0.0,0.0,0.0,13,0,1.0,0.0,1
703,3,1.0,0.0,0.0,7,1,0.0,0.0,1
704,3,0.0,1.0,0.0,18,1,0.0,0.0,0
705,7,0.0,1.0,0.0,7,0,0.0,0.0,1
706,0,1.0,0.0,0.0,14,1,0.0,0.0,0
707,4,0.0,0.0,0.0,3,1,1.0,0.0,0
708,9,0.0,0.0,1.0,0,0,0.0,0.0,0
709,10,0.0,0.0,0.0,16,1,1.0,0.0,0
710,4,0.0,0.0,0.0,19,1,0.0,1.0,1
711,8,0.0,0.0,0.0,16,1,1.0,0.0,1
712,10,0.0,0.0,0.0,12,0,0.0,1.0,1
713,8,0.0,0.0,0.0,18,1,0.0,1.0,0
714,1,0.0,0.0,0.0,12,1,1.0,0.0,0
715,9,0.0,0.0,0.0,17,0,1.0,0.0,0
716,1,1.0,0.0,0.0,13,0,0.0,0.0,0
717,2,1.0,0.0,0.0,1,1,0.0,0.0,0
718,3,0.0,0.0,0.0,13,1,0.0,1.0,0
719,0,0.0,0.0,1.0,13,1,0.0,0.0,1
720,2,0.0,0.0,1.0,8,1,0.0,0.0,0
721,0,0.0,0.0,1.0,17,1,0.0,0.0,1
722,8,0.0,0.0,0.0,1,0,0.0,1.0,0
723,6,1.0,0.0,0.0,4,0,0.0,0.0,1
724,2,0.0,1.0,0.0,13,1,0.0,0.0,1
725,4,1.0,0.0,0.0,2,1,0.0,0.0,0
726,8,0.0,1.0,0.0,5,1,0.0,0.0,0
727,4,1.0,0.0,0.0,8,1,0.0,0.0,0
728,1,0.0,0.0,0.0,2,0,0.0,1.0,0
729,4,0.0,1.0,0.0,18,1,0.0,0.0,1
730,5,0.0,1.0,0.0,18,0,0.0,0.0,1
731,0,0.0,1.0,0.0,12,1,0.0,0.0,0
732,10,0.0,0.0,1.0,16,0,0.0,0.0,0
733,0,0.0,0.0,0.0,9,0,0.0,1.0,0
734,10,1.0,0.0,0.0,9,1,0.0,0.0,1
735,0,0.0,0.0,0.0,9,1,1.0,0.0,0
736,9,0.0,0.0,0.0,15,0,1.0,0.0,1
737,6,0.0,1.0,0.0,14,0,0.0,0.0,1
738,9,0.0,0.0,0.0,6,0,0.0,1.0,1
739,3,0.0,0.0,0.0,14,1,0.0,1.0,0
740,3,0.0,0.0,1.0,8,1,0.0,0.0,0
741,4,0.0,1.0,0.0,16,0,0.0,0.0,1
742,6,0.0,0.0,0.0,6,1,1.0,0.0,0
743,0,0.0,1.0,0.0,12,1,0.0,0.0,0
744,3,0.0,0.0,0.0,13,0,1.0,0.0,0
745,0,0.0,0.0,0.0,10,1,1.0,0.0,0
746,0,0.0,0.0,1.0,2,1,0.0,0.0,0
747,0,1.0,0.0,0.0,19,0,0.0,0.0,0
748,8,0.0,0.0,0.0,20,1,1.0,0.0,1
749,1,0.0,0.0,0.0,10,0,0.0,1.0,0
750,7,1.0,0.0,0.0,17,0,0.0,0.0,1
751,2,1.0,0.0,0.0,4,0,0.0,0.0,0
752,6,0.0,0.0,0.0,4,0,0.0,1.0,0
753,1,1.0,0.0,0.0,17,1,0.0,0.0,0
755,4,1.0,0.0,0.0,6,1,0.0,0.0,1
756,2,0.0,0.0,1.0,14,0,0.0,0.0,0
757,7,0.0,0.0,1.0,3,0,0.0,0.0,1
758,5,0.0,0.0,0.0,18,1,0.0,1.0,1
759,5,1.0,0.0,0.0,20,0,0.0,0.0,1
760,4,0.0,0.0,1.0,11,0,0.0,0.0,1
761,9,0.0,0.0,1.0,10,0,0.0,0.0,1
762,8,0.0,0.0,1.0,13,1,0.0,0.0,1
763,0,0.0,0.0,0.0,6,0,1.0,0.0,0
764,9,0.0,0.0,0.0,3,0,1.0,0.0,0
765,0,1.0,0.0,0.0,20,0,0.0,0.0,1
766,7,0.0,0.0,1.0,12,0,0.0,0.0,1
767,9,0.0,0.0,0.0,1,0,0.0,1.0,0
768,7,0.0,0.0,1.0,12,0,0.0,0.0,0
769,2,0.0,1.0,0.0,8,1,0.0,0.0,0
770,3,0.0,0.0,0.0,14,1,1.0,0.0,0
771,8,0.0,0.0,0.0,1,1,0.0,1.0,0
772,5,0.0,0.0,0.0,20,0,1.0,0.0,1
773,6,1.0,0.0,0.0,1,0,0.0,0.0,0
774,5,1.0,0.0,0.0,20,1,0.0,0.0,0
775,9,0.0,1.0,0.0,9,1,0.0,0.0,1
776,5,0.0,0.0,0.0,14,0,1.0,0.0,1
777,0,0.0,0.0,0.0,5,1,0.0,1.0,0
778,8,1.0,0.0,0.0,20,0,0.0,0.0,0
779,5,0.0,1.0,0.0,15,1,0.0,0.0,1
780,5,0.0,0.0,0.0,5,0,0.0,1.0,0
781,7,1.0,0.0,0.0,20,0,0.0,0.0,1
782,0,0.0,0.0,1.0,4,1,0.0,0.0,0
783,5,1.0,0.0,0.0,11,0,0.0,0.0,1
784,4,0.0,0.0,1.0,17,0,0.0,0.0,0
785,6,0.0,0.0,0.0,13,0,0.0,1.0,0
786,5,0.0,0.0,1.0,18,1,0.0,0.0,1
787,2,0.0,0.0,0.0,1,0,0.0,1.0,0
788,9,0.0,1.0,0.0,15,0,0.0,0.0,0
789,3,1.0,0.0,0.0,1,0,0.0,0.0,0
790,5,0.0,1.0,0.0,14,1,0.0,0.0,1
791,7,0.0,0.0,0.0,16,1,0.0,1.0,0
792,2,0.0,0.0,0.0,0,1,1.0,0.0,0
793,1,0.0,0.0,1.0,9,0,0.0,0.0,1
794,1,0.0,0.0,0.0,0,0,0.0,1.0,0
795,3,0.0,1.0,0.0,9,1,0.0,0.0,0
796,4,0.0,1.0,0.0,6,1,0.0,0.0,0
797,6,0.0,1.0,0.0,0,1,0.0,0.0,0
798,1,0.0,1.0,0.0,12,1,0.0,0.0,0
799,10,0.0,1.0,0.0,8,0,0.0,0.0,1
800,6,0.0,1.0,0.0,20,1,0.0,0.0,1
801,0,0.0,0.0,0.0,0,1,1.0,0.0,0
802,10,0.0,0.0,1.0,4,1,0.0,0.0,0
803,6,0.0,0.0,1.0,3,0,0.0,0.0,0
804,0,0.0,0.0,1.0,3,1,0.0,0.0,0
805,6,1.0,0.0,0.0,4,1,0.0,0.0,0
806,7,0.0,0.0,1.0,13,1,0.0,0.0,0
807,9,0.0,0.0,1.0,7,1,0.0,0.0,1
808,4,0.0,0.0,1.0,4,1,0.0,0.0,1
809,9,0.0,0.0,0.0,18,0,1.0,0.0,1
810,8,0.0,0.0,0.0,12,1,1.0,0.0,0
811,8,0.0,0.0,1.0,6,0,0.0,0.0,1
812,3,0.0,0.0,0.0,9,1,1.0,0.0,0
813,10,0.0,0.0,0.0,11,1,0.0,1.0,1
814,4,0.0,0.0,0.0,10,1,1.0,0.0,1
815,7,0.0,1.0,0.0,4,0,0.0,0.0,1
816,8,0.0,1.0,0.0,5,0,0.0,0.0,0
817,1,1.0,0.0,0.0,19,1,0.0,0.0,0
818,7,1.0,0.0,0.0,13,0,0.0,0.0,1
819,8,0.0,0.0,0.0,9,1,0.0,1.0,0
820,2,0.0,1.0,0.0,15,0,0.0,0.0,0
821,0,0.0,0.0,1.0,2,0,0.0,0.0,0
822,7,0.0,0.0,0.0,18,0,1.0,0.0,1
823,0,0.0,0.0,1.0,5,1,0.0,0.0,0
824,3,1.0,0.0,0.0,19,1,0.0,0.0,1
825,8,0.0,0.0,0.0,11,0,1.0,0.0,0
826,1,0.0,0.0,1.0,16,1,0.0,0.0,0
827,3,0.0,0.0,0.0,15,1,0.0,1.0,0
828,1,0.0,0.0,0.0,19,0,1.0,0.0,1
829,7,1.0,0.0,0.0,13,1,0.0,0.0,0
830,2,0.0,0.0,0.0,5,1,0.0,1.0,0
831,2,0.0,0.0,1.0,17,0,0.0,0.0,0
832,0,0.0,1.0,0.0,3,1,0.0,0.0,0
833,9,1.0,0.0,0.0,12,0,0.0,0.0,1
834,1,1.0,0.0,0.0,6,0,0.0,0.0,0
835,10,1.0,0.0,0.0,9,1,0.0,0.0,1
836,5,0.0,0.0,1.0,7,1,0.0,0.0,1
837,1,0.0,0.0,0.0,12,0,1.0,0.0,0
838,1,0.0,0.0,1.0,11,0,0.0,0.0,0
839,8,0.0,0.0,0.0,19,0,1.0,0.0,1
840,9,0.0,0.0,0.0,4,1,1.0,0.0,0
841,2,0.0,0.0,1.0,5,0,0.0,0.0,0
842,8,1.0,0.0,0.0,15,1,0.0,0.0,1
843,7,0.0,0.0,0.0,14,1,0.0,1.0,1
844,2,1.0,0.0,0.0,13,1,0.0,0.0,0
845,10,1.0,0.0,0.0,2,0,0.0,0.0,0
846,3,0.0,0.0,0.0,3,1,1.0,0.0,0
847,9,0.0,1.0,0.0,19,1,0.0,0.0,0
848,3,0.0,1.0,0.0,20,0,0.0,0.0,0
849,3,0.0,1.0,0.0,4,0,0.0,0.0,0
850,3,1.0,0.0,0.0,3,1,0.0,0.0,0
851,5,0.0,1.0,0.0,20,0,0.0,0.0,1
852,0,0.0,0.0,1.0,16,1,0.0,0.0,0
853,0,0.0,1.0,0.0,2,1,0.0,0.0,0
854,1,0.0,1.0,0.0,13,0,0.0,0.0,0
855,7,0.0,0.0,0.0,15,1,0.0,1.0,0
856,1,0.0,0.0,0.0,8,0,1.0,0.0,1
857,8,0.0,0.0,0.0,2,1,0.0,1.0,1
858,10,0.0,0.0,0.0,0,1,1.0,0.0,0
859,4,0.0,0.0,0.0,15,0,0.0,1.0,0
860,5,0.0,1.0,0.0,2,0,0.0,0.0,1
862,8,0.0,0.0,0.0,14,1,0.0,1.0,0
863,5,0.0,1.0,0.0,10,1,0.0,0.0,1
864,2,0.0,1.0,0.0,2,0,0.0,0.0,0
865,5,0.0,0.0,0.0,11,0,0.0,1.0,1
866,7,0.0,0.0,0.0,5,0,0.0,1.0,0
867,0,0.0,0.0,0.0,7,1,0.0,1.0,1
868,2,0.0,0.0,1.0,11,0,0.0,0.0,0
869,9,0.0,0.0,1.0,13,1,0.0,0.0,1
870,0,0.0,0.0,1.0,16,0,0.0,0.0,0
871,0,0.0,1.0,0.0,2,0,0.0,0.0,0
872,10,0.0,0.0,1.0,6,1,0.0,0.0,0
873,7,1.0,0.0,0.0,9,0,0.0,0.0,0
874,9,0.0,0.0,1.0,0,1,0.0,0.0,0
875,9,0.0,1.0,0.0,16,1,0.0,0.0,0
876,2,1.0,0.0,0.0,15,1,0.0,0.0,0
877,9,0.0,0.0,0.0,13,0,1.0,0.0,0
878,9,0.0,1.0,0.0,20,1,0.0,0.0,0
879,9,0.0,1.0,0.0,14,0,0.0,0.0,1
880,7,0.0,0.0,1.0,6,1,0.0,0.0,0
881,1,0.0,0.0,0.0,14,1,1.0,0.0,0
882,2,0.0,0.0,0.0,13,0,1.0,0.0,0
883,8,0.0,0.0,0.0,10,1,1.0,0.0,1
884,10,1.0,0.0,0.0,15,0,0.0,0.0,1
885,6,0.0,1.0,0.0,19,1,0.0,0.0,1
886,1,0.0,1.0,0.0,0,1,0.0,0.0,0
887,8,1.0,0.0,0.0,15,0,0.0,0.0,1
889,4,0.0,0.0,0.0,14,1,0.0,1.0,0
890,0,0.0,0.0,0.0,0,0,1.0,0.0,0
891,6,1.0,0.0,0.0,16,1,0.0,0.0,0
892,8,0.0,0.0,0.0,3,1,1.0,0.0,1
893,6,0.0,1.0,0.0,5,0,0.0,0.0,0
894,0,0.0,0.0,0.0,19,1,1.0,0.0,0
895,5,0.0,0.0,0.0,2,0,0.0,1.0,0
896,3,1.0,0.0,0.0,3,0,0.0,0.0,0
897,10,0.0,1.0,0.0,11,1,0.0,0.0,1
898,4,0.0,1.0,0.0,11,0,0.0,0.0,1
899,3,0.0,0.0,1.0,9,0,0.0,0.0,0
900,7,0.0,0.0,1.0,10,0,0.0,0.0,1
901,5,1.0,0.0,0.0,3,1,0.0,0.0,0
902,7,0.0,0.0,0.0,0,1,0.0,1.0,0
903,4,0.0,0.0,0.0,20,0,1.0,0.0,1
904,5,0.0,0.0,1.0,14,0,0.0,0.0,1
905,0,0.0,1.0,0.0,6,0,0.0,0.0,1
906,4,0.0,1.0,0.0,8,1,0.0,0.0,0
907,5,0.0,1.0,0.0,18,0,0.0,0.0,0
908,0,0.0,0.0,0.0,3,0,0.0,1.0,0
909,5,0.0,0.0,0.0,12,1,1.0,0.0,1
910,10,0.0,1.0,0.0,6,1,0.0,0.0,1
911,8,1.0,0.0,0.0,3,0,0.0,0.0,0
912,3,1.0,0.0,0.0,5,1,0.0,0.0,0
913,10,0.0,0.0,1.0,18,1,0.0,0.0,1
914,9,0.0,1.0,0.0,18,1,0.0,0.0,1
915,6,0.0,1.0,0.0,14,0,0.0,0.0,0
916,3,1.0,0.0,0.0,1,1,0.0,0.0,0
917,3,0.0,0.0,0.0,3,0,0.0,1.0,0
918,8,0.0,0.0,1.0,5,0,0.0,0.0,0
919,4,0.0,1.0,0.0,5,1,0.0,0.0,0
920,6,0.0,0.0,1.0,8,0,0.0,0.0,1
921,9,0.0,0.0,1.0,6,1,0.0,0.0,0
922,5,0.0,0.0,1.0,14,1,0.0,0.0,0
923,2,0.0,0.0,0.0,2,0,0.0,1.0,0
925,4,0.0,0.0,0.0,17,0,0.0,1.0,1
926,7,0.0,0.0,1.0,0,0,0.0,0.0,0
927,1,0.0,0.0,0.0,14,0,0.0,1.0,0
928,5,0.0,0.0,1.0,17,1,0.0,0.0,1
930,10,0.0,1.0,0.0,5,1,0.0,0.0,0
931,1,0.0,0.0,0.0,8,0,1.0,0.0,0
932,4,0.0,1.0,0.0,1,0,0.0,0.0,0
933,0,0.0,0.0,0.0,5,1,1.0,0.0,0
935,8,0.0,0.0,0.0,0,1,0.0,1.0,0
936,6,0.0,0.0,1.0,19,0,0.0,0.0,1
