Extracurricular Activities_Yes,Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Extracurricular Activities_No,target
0.0,70,8,3,8,1.0,64.0
1.0,60,3,1,6,0.0,38.0
1.0,66,7,7,8,0.0,60.0
0.0,66,3,6,4,1.0,45.0
1.0,47,7,9,7,0.0,39.0
0.0,95,2,1,4,1.0,75.0
1.0,76,6,1,8,0.0,67.0
1.0,71,3,1,4,0.0,48.0
1.0,65,3,0,4,0.0,44.0
1.0,41,9,5,8,0.0,37.0
1.0,51,7,5,8,0.0,41.0
0.0,61,5,0,7,1.0,47.0
0.0,56,7,0,8,1.0,45.0
0.0,46,9,5,7,1.0,43.0
1.0,82,1,5,5,0.0,54.0
0.0,43,7,3,5,1.0,32.0
0.0,76,6,2,8,1.0,64.0
1.0,77,9,8,4,0.0,74.0
1.0,71,1,5,6,0.0,50.0
0.0,50,4,0,4,1.0,33.0
0.0,40,9,2,8,1.0,36.0
0.0,64,4,0,7,1.0,45.0
0.0,81,3,2,4,1.0,58.0
0.0,91,9,1,5,1.0,85.0
1.0,63,2,4,9,0.0,41.0
0.0,92,4,2,8,1.0,78.0
0.0,82,6,6,4,1.0,63.0
0.0,56,8,6,4,1.0,51.0
0.0,47,8,1,7,1.0,36.0
0.0,98,1,9,7,1.0,74.0
1.0,84,3,9,7,0.0,65.0
1.0,66,9,6,9,0.0,65.0
1.0,91,5,9,6,0.0,79.0
0.0,57,6,2,9,1.0,46.0
0.0,66,4,6,8,1.0,47.0
1.0,61,2,0,8,0.0,42.0
0.0,55,8,1,5,1.0,46.0
0.0,41,6,9,5,1.0,34.0
0.0,44,5,0,8,1.0,27.0
1.0,57,9,8,4,0.0,52.0
1.0,42,1,1,8,0.0,17.0
1.0,66,5,1,6,0.0,53.0
0.0,93,6,5,5,1.0,84.0
1.0,56,5,6,5,0.0,39.0
1.0,55,6,1,9,0.0,44.0
1.0,45,6,3,5,0.0,36.0
0.0,90,7,2,8,1.0,81.0
1.0,46,4,4,5,0.0,30.0
1.0,89,8,8,5,0.0,80.0
0.0,53,7,1,9,1.0,41.0
1.0,77,9,4,8,0.0,77.0
0.0,79,7,7,4,1.0,69.0
0.0,54,3,5,5,1.0,34.0
1.0,86,3,3,5,0.0,64.0
1.0,86,8,9,5,0.0,78.0
1.0,87,5,7,6,0.0,74.0
0.0,72,4,2,8,1.0,52.0
1.0,82,8,3,5,0.0,76.0
1.0,66,6,8,6,0.0,53.0
1.0,68,2,4,4,0.0,46.0
0.0,96,4,5,4,1.0,77.0
0.0,76,4,1,9,1.0,59.0
0.0,44,6,8,9,1.0,35.0
1.0,68,6,7,9,0.0,61.0
1.0,71,1,6,6,0.0,46.0
0.0,99,8,8,4,1.0,97.0
1.0,92,6,4,9,0.0,86.0
1.0,45,3,4,7,0.0,24.0
0.0,41,9,8,9,1.0,37.0
0.0,45,2,4,4,1.0,18.0
0.0,85,8,8,7,1.0,84.0
1.0,82,3,0,6,0.0,59.0
1.0,43,5,9,7,0.0,29.0
1.0,95,6,9,4,0.0,84.0
0.0,68,6,7,5,1.0,60.0
0.0,98,4,2,7,1.0,78.0
1.0,64,3,7,4,0.0,46.0
0.0,48,4,4,9,1.0,31.0
0.0,95,1,1,5,1.0,68.0
1.0,42,4,8,6,0.0,25.0
0.0,65,1,3,6,1.0,37.0
1.0,87,1,6,8,0.0,62.0
0.0,82,6,7,6,1.0,69.0
1.0,66,5,6,8,0.0,50.0
0.0,75,4,5,6,1.0,55.0
1.0,71,3,6,6,0.0,54.0
0.0,40,1,3,6,1.0,12.0
0.0,96,6,9,8,1.0,88.0
0.0,92,2,0,9,1.0,69.0
0.0,93,8,4,8,1.0,88.0
0.0,55,5,7,7,1.0,41.0
1.0,90,7,9,4,0.0,83.0
1.0,87,2,5,4,0.0,62.0
1.0,50,8,4,9,0.0,45.0
0.0,65,2,1,4,1.0,42.0
1.0,79,4,9,6,0.0,65.0
0.0,94,1,4,9,1.0,73.0
1.0,65,9,2,8,0.0,61.0
1.0,67,1,1,7,0.0,41.0
0.0,92,9,2,5,1.0,85.0
0.0,97,8,3,7,1.0,93.0
1.0,48,6,1,4,0.0,35.0
1.0,99,7,3,9,0.0,92.0
0.0,98,3,3,4,1.0,79.0
0.0,83,1,5,8,1.0,57.0
1.0,61,5,4,7,0.0,49.0
0.0,47,2,6,8,1.0,28.0
0.0,97,5,6,8,1.0,85.0
1.0,88,8,2,5,0.0,82.0
1.0,81,9,8,8,0.0,80.0
0.0,66,2,6,8,1.0,41.0
0.0,78,3,6,5,1.0,57.0
1.0,58,3,1,6,0.0,41.0
0.0,64,1,9,6,1.0,43.0
1.0,77,8,2,9,0.0,73.0
0.0,60,6,2,5,1.0,46.0
1.0,63,8,5,9,0.0,61.0
0.0,63,9,3,9,1.0,61.0
0.0,99,5,3,8,1.0,87.0
0.0,99,3,0,9,1.0,78.0
1.0,89,5,7,7,0.0,75.0
1.0,86,5,7,4,0.0,72.0
0.0,41,3,7,4,1.0,18.0
0.0,53,4,4,8,1.0,36.0
1.0,92,9,9,7,0.0,92.0
1.0,71,9,5,9,0.0,71.0
0.0,81,2,4,7,1.0,58.0
0.0,71,8,3,9,1.0,69.0
0.0,67,8,3,6,1.0,58.0
0.0,87,7,3,5,1.0,74.0
1.0,78,8,3,8,0.0,72.0
1.0,79,3,5,9,0.0,61.0
0.0,81,6,5,9,1.0,74.0
0.0,86,1,4,7,1.0,60.0
0.0,79,7,8,8,1.0,70.0
1.0,52,1,7,9,0.0,27.0
1.0,51,9,9,6,0.0,49.0
0.0,47,1,5,4,1.0,17.0
0.0,54,1,8,9,1.0,34.0
0.0,65,7,4,7,1.0,51.0
0.0,51,2,9,6,1.0,27.0
0.0,82,5,3,8,1.0,67.0
0.0,90,8,5,9,1.0,84.0
1.0,85,8,3,6,0.0,81.0
1.0,66,3,7,6,0.0,45.0
1.0,57,7,6,6,0.0,50.0
0.0,84,3,4,6,1.0,67.0
0.0,75,6,9,6,1.0,67.0
0.0,88,6,5,6,1.0,77.0
1.0,90,3,6,5,0.0,70.0
0.0,66,7,1,8,1.0,59.0
1.0,48,3,8,4,0.0,27.0
0.0,94,8,6,8,1.0,88.0
0.0,78,4,7,7,1.0,60.0
0.0,40,1,4,7,1.0,14.0
1.0,46,4,2,8,0.0,27.0
1.0,65,7,1,6,0.0,54.0
1.0,46,4,1,5,0.0,32.0
0.0,91,6,2,4,1.0,79.0
1.0,46,9,0,9,0.0,44.0
0.0,47,1,0,9,1.0,20.0
0.0,55,5,6,6,1.0,42.0
1.0,42,7,9,8,0.0,33.0
1.0,84,1,7,9,0.0,58.0
0.0,49,4,5,8,1.0,31.0
0.0,89,6,6,5,1.0,75.0
0.0,46,2,0,5,1.0,22.0
0.0,60,5,0,8,1.0,46.0
1.0,92,1,8,6,0.0,68.0
1.0,76,6,4,6,0.0,66.0
1.0,70,6,6,6,0.0,60.0
0.0,62,4,5,9,1.0,44.0
0.0,96,8,3,4,1.0,90.0
0.0,66,4,0,4,1.0,47.0
1.0,95,8,3,6,0.0,88.0
0.0,61,8,9,8,1.0,56.0
0.0,78,5,9,5,1.0,66.0
1.0,96,4,7,7,0.0,78.0
1.0,66,2,0,5,0.0,43.0
0.0,93,3,1,5,1.0,72.0
1.0,88,3,7,7,0.0,69.0
0.0,43,4,1,6,1.0,24.0
1.0,63,4,9,5,0.0,47.0
0.0,62,5,8,7,1.0,45.0
1.0,87,4,2,9,0.0,72.0
1.0,58,8,2,8,0.0,51.0
1.0,81,6,5,8,0.0,73.0
1.0,42,6,2,8,0.0,28.0
0.0,66,8,8,6,1.0,56.0
0.0,42,7,7,5,1.0,29.0
1.0,67,8,3,5,0.0,60.0
0.0,56,2,5,4,1.0,28.0
1.0,70,9,7,8,0.0,66.0
1.0,49,1,3,6,0.0,21.0
0.0,88,8,4,7,1.0,84.0
0.0,61,4,6,6,1.0,42.0
0.0,69,4,7,5,1.0,51.0
0.0,88,5,6,8,1.0,74.0
0.0,75,5,3,9,1.0,62.0
0.0,92,8,0,6,1.0,90.0
1.0,62,1,5,4,0.0,32.0
0.0,77,9,4,5,1.0,71.0
1.0,51,6,3,7,0.0,37.0
0.0,64,3,1,6,1.0,42.0
0.0,93,8,0,9,1.0,85.0
1.0,96,9,8,5,0.0,96.0
1.0,59,6,1,8,0.0,51.0
1.0,88,7,8,6,0.0,82.0
1.0,88,1,5,4,0.0,64.0
0.0,46,5,1,5,1.0,32.0
1.0,68,4,5,5,0.0,50.0
1.0,87,6,2,4,0.0,73.0
0.0,68,7,6,9,1.0,62.0
1.0,42,1,3,6,0.0,20.0
0.0,41,6,8,9,1.0,33.0
0.0,55,7,4,4,1.0,43.0
1.0,69,3,9,5,0.0,49.0
1.0,77,8,2,5,0.0,70.0
1.0,45,5,0,6,0.0,28.0
1.0,84,9,0,5,0.0,82.0
0.0,46,5,3,6,1.0,29.0
1.0,44,9,9,8,0.0,42.0
0.0,95,4,9,9,1.0,79.0
0.0,46,9,3,6,1.0,41.0
0.0,73,5,8,7,1.0,61.0
0.0,71,9,7,5,1.0,69.0
1.0,88,3,3,8,0.0,68.0
0.0,52,4,5,9,1.0,38.0
1.0,69,9,6,4,0.0,67.0
0.0,64,6,9,7,1.0,54.0
1.0,60,2,7,4,0.0,39.0
0.0,99,7,3,7,1.0,93.0
0.0,98,2,0,8,1.0,76.0
1.0,60,2,4,9,0.0,39.0
1.0,67,1,0,8,0.0,38.0
1.0,87,3,3,8,0.0,69.0
1.0,97,6,6,7,0.0,88.0
0.0,59,8,6,6,1.0,54.0
0.0,73,9,0,9,1.0,68.0
0.0,44,7,8,4,1.0,33.0
0.0,57,4,1,6,1.0,40.0
0.0,99,6,4,6,1.0,87.0
1.0,78,5,5,5,0.0,64.0
1.0,82,8,0,4,0.0,70.0
0.0,96,1,1,7,1.0,70.0
1.0,96,1,6,5,0.0,72.0
0.0,50,6,5,5,1.0,38.0
0.0,93,2,5,8,1.0,71.0
1.0,56,5,5,7,0.0,40.0
0.0,87,1,6,6,1.0,58.0
1.0,84,7,9,9,0.0,77.0
0.0,61,1,8,6,1.0,38.0
1.0,76,4,8,6,0.0,60.0
0.0,59,9,1,8,1.0,57.0
0.0,87,1,1,6,1.0,63.0
1.0,99,4,4,4,0.0,82.0
0.0,93,6,9,6,1.0,84.0
0.0,93,6,6,6,1.0,84.0
1.0,87,8,2,4,0.0,77.0
1.0,87,1,2,8,0.0,61.0
1.0,85,7,3,5,0.0,73.0
0.0,45,1,2,7,1.0,15.0
1.0,73,7,2,8,0.0,64.0
1.0,53,3,7,6,0.0,33.0
1.0,87,8,6,5,0.0,78.0
0.0,62,3,6,7,1.0,43.0
1.0,59,1,9,7,0.0,34.0
0.0,52,8,1,7,1.0,48.0
0.0,86,3,8,4,1.0,66.0
1.0,83,2,5,4,0.0,60.0
0.0,80,1,2,5,1.0,53.0
0.0,71,3,8,6,1.0,51.0
0.0,65,2,8,5,1.0,43.0
0.0,89,2,5,6,1.0,68.0
0.0,92,6,9,8,1.0,80.0
1.0,53,1,5,7,0.0,26.0
1.0,91,2,7,7,0.0,70.0
1.0,96,6,7,4,0.0,85.0
0.0,75,3,5,8,1.0,57.0
1.0,47,4,6,9,0.0,30.0
0.0,79,1,3,8,1.0,56.0
0.0,61,8,0,6,1.0,53.0
0.0,61,7,3,8,1.0,52.0
0.0,55,7,7,4,1.0,47.0
0.0,95,3,1,5,1.0,78.0
1.0,99,2,6,6,0.0,79.0
1.0,99,1,0,5,0.0,75.0
0.0,49,7,1,9,1.0,40.0
1.0,64,7,7,6,0.0,59.0
1.0,70,2,9,7,0.0,49.0
1.0,60,7,3,9,0.0,48.0
0.0,66,8,2,5,1.0,60.0
0.0,56,1,1,4,1.0,29.0
0.0,72,9,5,9,1.0,68.0
1.0,70,7,3,9,0.0,63.0
1.0,89,3,2,9,0.0,71.0
0.0,81,8,2,5,1.0,76.0
0.0,65,7,9,5,1.0,57.0
1.0,60,8,2,6,0.0,54.0
0.0,75,6,7,7,1.0,61.0
0.0,40,9,8,9,1.0,34.0
1.0,43,5,8,6,0.0,32.0
1.0,43,3,4,6,0.0,23.0
0.0,65,3,0,7,1.0,44.0
0.0,43,1,9,6,1.0,18.0
0.0,48,2,0,4,1.0,18.0
1.0,69,3,8,7,0.0,52.0
0.0,90,8,9,8,1.0,88.0
0.0,84,8,7,7,1.0,78.0
1.0,43,4,6,7,0.0,26.0
1.0,44,4,1,8,0.0,26.0
1.0,84,5,1,7,0.0,74.0
1.0,62,6,3,5,0.0,52.0
1.0,55,5,8,6,0.0,40.0
1.0,61,7,8,6,0.0,54.0
1.0,76,2,7,4,0.0,51.0
0.0,47,7,4,4,1.0,35.0
0.0,87,7,6,8,1.0,79.0
1.0,72,1,8,5,0.0,45.0
0.0,94,7,2,4,1.0,81.0
0.0,99,5,3,6,1.0,87.0
1.0,77,3,1,4,0.0,56.0
1.0,82,3,8,4,0.0,65.0
1.0,55,4,6,7,0.0,38.0
1.0,44,2,5,4,0.0,17.0
1.0,55,2,4,8,0.0,35.0
0.0,46,1,6,6,1.0,20.0
0.0,90,5,2,8,1.0,75.0
1.0,40,4,4,8,0.0,26.0
1.0,48,2,1,9,0.0,23.0
0.0,57,3,4,5,1.0,38.0
0.0,84,7,6,9,1.0,78.0
0.0,97,7,9,9,1.0,91.0
1.0,86,4,6,7,0.0,67.0
1.0,42,5,8,8,0.0,31.0
0.0,63,5,2,5,1.0,49.0
1.0,67,6,7,6,0.0,57.0
0.0,49,9,4,6,1.0,45.0
1.0,48,2,6,5,0.0,22.0
1.0,52,5,0,8,0.0,35.0
0.0,87,3,0,8,1.0,65.0
0.0,74,4,3,7,1.0,53.0
1.0,93,6,4,7,0.0,79.0
0.0,62,8,9,9,1.0,57.0
1.0,86,1,2,6,0.0,58.0
0.0,56,8,5,7,1.0,50.0
0.0,85,7,2,5,1.0,75.0
1.0,46,1,4,6,0.0,17.0
1.0,91,2,0,8,0.0,70.0
1.0,55,3,2,6,0.0,36.0
0.0,79,9,2,6,1.0,78.0
1.0,75,8,4,7,0.0,71.0
0.0,59,2,6,5,1.0,36.0
1.0,63,9,1,8,0.0,63.0
1.0,86,7,2,8,0.0,78.0
1.0,44,9,3,7,0.0,39.0
1.0,84,6,4,7,0.0,70.0
1.0,45,6,8,7,0.0,34.0
0.0,67,4,8,4,1.0,49.0
0.0,98,2,3,5,1.0,71.0
1.0,44,7,8,4,0.0,34.0
0.0,88,5,3,7,1.0,77.0
1.0,78,6,1,5,0.0,67.0
0.0,77,2,9,7,1.0,52.0
0.0,41,5,0,5,1.0,25.0
1.0,82,4,6,8,0.0,68.0
0.0,78,9,3,4,1.0,76.0
1.0,93,6,7,9,0.0,85.0
0.0,60,2,7,7,1.0,40.0
1.0,79,1,7,7,0.0,56.0
1.0,76,5,5,6,0.0,62.0
1.0,98,9,8,9,0.0,99.0
1.0,57,6,3,8,0.0,46.0
1.0,93,7,4,7,0.0,86.0
1.0,87,5,3,4,0.0,73.0
0.0,85,6,4,8,1.0,74.0
1.0,51,5,1,7,0.0,37.0
0.0,56,9,4,4,1.0,50.0
1.0,76,6,9,6,0.0,65.0
0.0,85,8,7,6,1.0,79.0
1.0,77,2,8,4,0.0,53.0
1.0,54,9,6,8,0.0,55.0
0.0,46,5,6,4,1.0,31.0
1.0,53,7,5,9,0.0,47.0
1.0,89,1,1,4,0.0,63.0
1.0,40,5,9,6,0.0,27.0
1.0,77,2,9,6,0.0,53.0
0.0,42,6,8,6,1.0,33.0
1.0,76,1,4,9,0.0,56.0
0.0,83,3,5,7,1.0,65.0
1.0,70,5,0,9,0.0,55.0
1.0,82,4,4,7,0.0,67.0
1.0,52,3,5,9,0.0,32.0
1.0,87,5,9,5,0.0,73.0
0.0,57,8,1,7,1.0,45.0
1.0,56,4,6,8,0.0,43.0
1.0,56,1,3,8,0.0,32.0
1.0,50,7,4,6,0.0,42.0
0.0,59,8,2,9,1.0,55.0
0.0,49,3,4,4,1.0,28.0
0.0,68,6,3,6,1.0,58.0
0.0,87,2,9,4,1.0,67.0
1.0,73,7,5,9,0.0,66.0
1.0,56,8,1,6,0.0,46.0
0.0,93,6,2,6,1.0,79.0
1.0,91,6,9,8,0.0,83.0
1.0,81,5,0,4,0.0,63.0
0.0,52,8,6,5,1.0,45.0
1.0,83,1,8,5,0.0,63.0
0.0,86,4,1,6,1.0,70.0
0.0,78,4,6,9,1.0,58.0
0.0,66,3,2,6,1.0,50.0
0.0,93,3,4,8,1.0,77.0
0.0,92,4,5,4,1.0,75.0
0.0,65,1,7,6,1.0,40.0
1.0,67,2,3,9,0.0,43.0
1.0,52,9,1,5,0.0,47.0
1.0,51,2,2,4,0.0,22.0
0.0,83,5,7,6,1.0,71.0
0.0,67,9,6,4,1.0,63.0
0.0,41,9,5,8,1.0,37.0
1.0,76,8,4,5,0.0,72.0
1.0,96,1,4,9,0.0,73.0
0.0,96,1,0,4,1.0,72.0
0.0,73,9,5,5,1.0,68.0
0.0,97,9,7,9,1.0,97.0
0.0,91,7,9,9,1.0,83.0
1.0,84,3,0,7,0.0,65.0
0.0,68,3,5,4,1.0,47.0
0.0,74,2,2,5,1.0,51.0
0.0,50,5,5,4,1.0,32.0
0.0,87,3,8,6,1.0,63.0
1.0,72,6,5,6,0.0,60.0
0.0,90,2,7,9,1.0,70.0
0.0,50,3,5,9,1.0,32.0
0.0,48,5,5,5,1.0,32.0
1.0,53,1,6,8,0.0,29.0
0.0,48,1,9,4,1.0,21.0
1.0,78,9,3,4,0.0,74.0
0.0,87,7,7,6,1.0,81.0
0.0,42,1,3,4,1.0,11.0
0.0,68,8,6,5,1.0,65.0
0.0,58,3,0,7,1.0,37.0
0.0,75,8,8,9,1.0,75.0
0.0,71,5,9,6,1.0,61.0
0.0,46,1,8,9,1.0,17.0
0.0,94,7,6,9,1.0,87.0
0.0,67,5,7,9,1.0,52.0
1.0,83,6,1,7,0.0,71.0
1.0,57,6,9,4,0.0,46.0
1.0,99,8,9,8,0.0,99.0
1.0,44,9,6,9,0.0,40.0
0.0,62,2,0,5,1.0,42.0
0.0,94,9,2,9,1.0,91.0
1.0,61,9,5,9,0.0,57.0
1.0,65,7,4,4,0.0,58.0
1.0,81,1,4,5,0.0,55.0
1.0,51,7,8,4,0.0,46.0
0.0,79,5,5,9,1.0,64.0
1.0,58,6,2,4,0.0,45.0
0.0,86,7,1,4,1.0,78.0
0.0,40,5,8,6,1.0,24.0
0.0,42,7,9,7,1.0,36.0
1.0,66,9,3,8,0.0,65.0
1.0,57,3,4,7,0.0,35.0
0.0,89,8,8,7,1.0,87.0
1.0,69,2,4,5,0.0,45.0
1.0,41,7,6,6,0.0,35.0
0.0,44,2,1,6,1.0,18.0
0.0,68,4,1,4,1.0,46.0
1.0,72,7,3,7,0.0,63.0
0.0,81,3,7,8,1.0,62.0
1.0,59,2,1,5,0.0,35.0
1.0,69,7,9,6,0.0,63.0
0.0,81,1,6,4,1.0,58.0
0.0,44,8,0,8,1.0,37.0
1.0,89,3,8,7,0.0,74.0
0.0,60,2,9,8,1.0,40.0
0.0,54,5,0,5,1.0,38.0
1.0,59,8,9,7,0.0,55.0
0.0,47,7,5,5,1.0,39.0
1.0,88,7,4,9,0.0,84.0
1.0,70,7,4,8,0.0,60.0
0.0,51,8,4,8,1.0,47.0
1.0,60,1,3,4,0.0,34.0
1.0,69,4,6,7,0.0,54.0
1.0,66,6,8,8,0.0,56.0
1.0,83,9,3,6,0.0,82.0
1.0,65,2,1,9,0.0,45.0
0.0,72,1,1,6,1.0,45.0
1.0,65,2,1,5,0.0,43.0
1.0,65,7,6,9,0.0,57.0
1.0,75,3,3,9,0.0,56.0
0.0,79,2,3,6,1.0,56.0
0.0,40,7,0,8,1.0,30.0
1.0,98,2,3,6,0.0,75.0
1.0,54,3,5,7,0.0,33.0
0.0,89,7,1,5,1.0,80.0
0.0,40,4,3,9,1.0,27.0
1.0,50,1,6,7,0.0,26.0
0.0,94,5,8,8,1.0,81.0
1.0,41,9,1,8,0.0,41.0
1.0,40,8,7,6,0.0,34.0
1.0,70,9,5,4,0.0,68.0
0.0,83,9,7,9,1.0,83.0
1.0,55,7,1,9,0.0,44.0
1.0,93,4,0,4,0.0,75.0
0.0,61,5,6,8,1.0,52.0
1.0,81,1,8,8,0.0,56.0
1.0,57,1,8,9,0.0,37.0
1.0,86,3,1,5,0.0,67.0
0.0,56,8,3,9,1.0,50.0
0.0,69,2,0,8,1.0,46.0
1.0,49,4,6,8,0.0,31.0
0.0,74,2,1,5,1.0,51.0
1.0,97,5,3,7,0.0,82.0
1.0,60,9,1,7,0.0,58.0
0.0,55,1,0,5,1.0,31.0
0.0,45,5,6,5,1.0,29.0
1.0,42,9,5,7,0.0,40.0
0.0,80,1,1,7,1.0,51.0
0.0,82,9,3,7,1.0,79.0
0.0,60,8,2,7,1.0,52.0
1.0,52,4,2,9,0.0,36.0
1.0,57,5,2,9,0.0,43.0
0.0,97,5,3,6,1.0,81.0
1.0,93,6,0,5,0.0,81.0
1.0,99,7,0,4,0.0,84.0
0.0,63,8,6,6,1.0,55.0
1.0,66,8,4,4,0.0,64.0
0.0,93,2,2,4,1.0,68.0
1.0,43,9,8,8,0.0,41.0
1.0,61,7,4,5,0.0,53.0
0.0,63,4,9,9,1.0,50.0
1.0,79,4,2,6,0.0,65.0
0.0,84,8,8,5,1.0,78.0
1.0,49,4,0,7,0.0,31.0
1.0,41,6,8,5,0.0,30.0
1.0,79,5,4,4,0.0,64.0
0.0,45,3,5,9,1.0,26.0
1.0,87,2,1,7,0.0,66.0
1.0,57,9,7,5,0.0,55.0
0.0,56,9,2,5,1.0,52.0
0.0,77,1,0,9,1.0,57.0
1.0,84,3,6,4,0.0,68.0
0.0,62,8,2,7,1.0,57.0
0.0,85,6,3,4,1.0,75.0
0.0,69,5,4,9,1.0,54.0
0.0,97,5,0,5,1.0,82.0
1.0,60,6,8,6,0.0,51.0
0.0,49,7,6,6,1.0,43.0
1.0,95,1,1,8,0.0,68.0
1.0,82,9,0,6,0.0,77.0
1.0,52,3,1,9,0.0,33.0
0.0,51,4,2,9,1.0,37.0
0.0,48,1,2,9,1.0,23.0
1.0,43,3,7,7,0.0,26.0
1.0,78,2,4,8,0.0,56.0
0.0,63,2,8,7,1.0,42.0
0.0,93,1,2,6,1.0,65.0
1.0,73,8,5,6,0.0,66.0
0.0,78,3,3,5,1.0,57.0
1.0,44,6,0,4,0.0,28.0
0.0,54,8,3,5,1.0,46.0
0.0,89,9,6,7,1.0,84.0
1.0,43,9,8,9,0.0,42.0
0.0,90,4,0,8,1.0,73.0
1.0,91,5,7,7,0.0,77.0
0.0,97,2,1,8,1.0,74.0
1.0,78,9,3,8,0.0,75.0
0.0,97,8,3,6,1.0,94.0
1.0,47,3,7,4,0.0,27.0
0.0,88,9,1,7,1.0,89.0
0.0,84,3,6,4,1.0,62.0
0.0,63,9,2,8,1.0,59.0
1.0,92,2,8,6,0.0,73.0
0.0,67,9,4,4,1.0,57.0
1.0,94,8,7,5,0.0,90.0
0.0,82,9,4,8,1.0,80.0
0.0,66,5,0,5,1.0,50.0
0.0,40,2,8,9,1.0,18.0
0.0,73,8,9,4,1.0,68.0
0.0,56,6,6,4,1.0,39.0
0.0,76,8,3,4,1.0,67.0
1.0,77,5,6,9,0.0,69.0
1.0,65,2,4,7,0.0,43.0
0.0,63,5,8,8,1.0,50.0
0.0,78,5,1,8,1.0,65.0
0.0,99,1,3,7,1.0,74.0
0.0,60,2,5,4,1.0,35.0
1.0,69,8,4,4,0.0,61.0
0.0,86,3,0,9,1.0,64.0
0.0,90,3,8,5,1.0,66.0
1.0,87,8,8,7,0.0,81.0
1.0,96,8,2,6,0.0,93.0
1.0,52,2,3,7,0.0,28.0
0.0,76,8,3,9,1.0,71.0
0.0,42,1,9,5,1.0,13.0
0.0,71,6,7,5,1.0,59.0
0.0,74,8,5,5,1.0,67.0
0.0,58,3,1,4,1.0,35.0
1.0,53,8,3,6,0.0,46.0
0.0,87,1,0,5,1.0,59.0
0.0,61,9,2,8,1.0,57.0
0.0,56,9,3,4,1.0,51.0
1.0,98,5,7,6,0.0,80.0
0.0,43,4,2,8,1.0,22.0
0.0,84,6,4,6,1.0,71.0
0.0,79,7,0,9,1.0,73.0
0.0,58,5,3,6,1.0,40.0
1.0,76,9,1,8,0.0,75.0
1.0,41,3,3,7,0.0,24.0
1.0,54,7,4,6,0.0,45.0
0.0,41,5,2,7,1.0,25.0
1.0,50,7,5,6,0.0,42.0
1.0,84,2,1,9,0.0,63.0
0.0,62,4,4,8,1.0,44.0
0.0,49,2,3,6,1.0,26.0
1.0,42,7,4,5,0.0,31.0
1.0,44,2,8,9,0.0,26.0
1.0,42,1,5,5,0.0,15.0
1.0,77,9,6,9,0.0,77.0
0.0,52,1,7,9,1.0,31.0
0.0,81,8,8,6,1.0,75.0
1.0,58,2,4,8,0.0,34.0
1.0,79,8,7,8,0.0,74.0
1.0,89,3,1,4,0.0,68.0
0.0,74,6,9,8,1.0,64.0
0.0,63,3,8,7,1.0,43.0
1.0,56,9,4,5,0.0,53.0
0.0,79,2,5,8,1.0,56.0
1.0,49,5,3,5,0.0,34.0
1.0,41,6,7,4,0.0,27.0
0.0,83,4,9,6,1.0,66.0
1.0,62,4,2,8,0.0,41.0
0.0,45,4,4,5,1.0,25.0
0.0,41,2,1,9,1.0,20.0
1.0,60,4,2,8,0.0,45.0
1.0,94,1,7,4,0.0,70.0
0.0,95,6,4,9,1.0,86.0
0.0,74,1,2,5,1.0,46.0
0.0,88,6,4,5,1.0,73.0
0.0,68,1,8,6,1.0,42.0
0.0,46,6,2,6,1.0,27.0
0.0,68,8,9,5,1.0,64.0
0.0,92,2,6,9,1.0,71.0
1.0,76,2,7,6,0.0,56.0
0.0,62,4,4,5,1.0,43.0
1.0,72,3,2,9,0.0,50.0
1.0,47,4,5,7,0.0,31.0
0.0,51,7,2,8,1.0,42.0
0.0,85,1,8,7,1.0,60.0
0.0,87,6,1,7,1.0,76.0
0.0,49,3,2,8,1.0,28.0
0.0,54,7,6,5,1.0,45.0
1.0,92,2,9,5,0.0,71.0
1.0,63,2,7,6,0.0,44.0
0.0,65,4,4,4,1.0,48.0
0.0,86,1,4,5,1.0,57.0
0.0,81,3,4,8,1.0,61.0
0.0,92,9,3,4,1.0,86.0
1.0,99,7,8,8,0.0,95.0
1.0,78,7,5,8,0.0,70.0
1.0,97,4,7,8,0.0,81.0
0.0,42,2,7,4,1.0,18.0
0.0,41,4,4,7,1.0,24.0
0.0,45,6,8,9,1.0,32.0
1.0,60,3,1,8,0.0,40.0
1.0,48,1,7,6,0.0,25.0
1.0,49,8,2,5,0.0,41.0
0.0,75,5,6,9,1.0,66.0
1.0,98,5,8,5,0.0,83.0
0.0,42,4,4,5,1.0,22.0
1.0,80,6,7,4,0.0,70.0
0.0,63,3,3,6,1.0,42.0
0.0,61,9,0,6,1.0,56.0
0.0,88,5,0,9,1.0,72.0
0.0,53,3,5,6,1.0,31.0
1.0,81,1,7,6,0.0,60.0
1.0,84,6,9,6,0.0,74.0
1.0,83,2,1,9,0.0,62.0
0.0,66,3,3,7,1.0,44.0
1.0,72,1,2,6,0.0,46.0
0.0,99,9,8,6,1.0,96.0
1.0,61,8,2,4,0.0,51.0
1.0,68,2,7,4,0.0,43.0
0.0,58,8,6,6,1.0,51.0
0.0,58,9,0,7,1.0,58.0
0.0,45,1,7,6,1.0,23.0
1.0,84,5,8,6,0.0,67.0
0.0,58,8,7,6,1.0,50.0
1.0,52,2,9,8,0.0,31.0
1.0,98,4,9,7,0.0,83.0
1.0,65,7,0,5,0.0,55.0
0.0,61,3,6,6,1.0,44.0
1.0,60,5,8,5,0.0,45.0
